id,title,subtitle,authors,language,genre,published_date,page_count
1713,เกมสยบโลก,,,th,,2006,
1714,Det første jeg tænker på,,Ida Jessen,da,,2010,227.0
1715,Rausgeputzt,Roman,Sue Margolis,de,Womens Fiction | Chick Lit | Romance | Fiction | European Literature | British Literature | Romance | Contemporary Romance | Contemporary | Adult Fiction | Humor,2005,380.0
1716,Jøss for et kvinnfolk,,Jim Thompson,no,,1993,171.0
1717,"I kveld, min elskede",,Jim Thompson,no,,1992,171.0
1718,Dødens kredsløb,,Henrik Desmond,da,,2009,
1719,Chok i Shanghai,,Tony Kenrick,da,,1987,
1720,Parfymen,historien om en morder,Patrick Süskind,no,,2007,307.0
1721,Jagten på en far,"(Overs. fra amerikansk efter ""The father hunt"").",Rex Stout,da,,1971,180.0
1722,Sin mors datter,roman,Marilyn French,da,,1989,443.0
1723,Sin mors datter,roman,Marilyn French,da,,1989,433.0
1724,Kun for en sommer,,Danielle Steel,da,,2002,271.0
1725,Diana - den sande historie,,Andrew Morton,da,Biography | Nonfiction | History | Biography Memoir | Autobiography | Memoir | Audiobook | European Literature | British Literature | Biography | Autobiography | Historical | Health | Mental Health,1997,
1726,Ruiner,,Kevin J. Anderson,da,,1997,
1727,Dans for de døde,,Thomas Perry,da,,1998,
1728,Den evige ektemann,Roman,Fjodor Mikhajlovitsj Dostojevskij,no,,1976,193.0
1729,31 Almanac Road,,Lisa Jewell,no,,2001,349.0
1730,Da Vinci-koden,,Dan Brown,no,Fiction | Mystery | Thriller | Thriller | Mystery Thriller | Historical | Historical Fiction | Suspense | Adventure | Novels | Mystery | Crime | Adult,2006,639.0
1731,En mand der hedder Ove,roman,Fredrik Backman,da,Fiction | Contemporary | Audiobook | Humor | Adult | Adult Fiction | Book Club | Literary Fiction | Cultural | Sweden | Novels,2014,
1732,Gylne tider,kriminalroman,Jan Mehlum,no,,2006,261.0
1733,Hevneren,,Frederick Forsyth,no,,2005,309.0
1734,Op-center,,Tom Clancy | Steve Pieczenik,no,,1997,303.0
1735,Kennedys hjerne,,Henning Mankell,no,,2006,331.0
1736,Under jord,,Don DeLillo,sv,Fiction | Literature | Novels | Literature | American | Literary Fiction | Classics | Contemporary | Historical | Historical Fiction | Literature | 20th Century | American | Americana,2007,894.0
1737,Foucaults pendel,,Umberto Eco,no,Fiction | Mystery | Historical | Historical Fiction | Literature | Classics | European Literature | Italian Literature | Thriller | Novels | Philosophy | Cultural | Italy,1991,689.0
1738,Strengt fortroligt,gobliner,Charles Grant,da,,1998,
1739,Silkefejden,,Victoria Holt,da,,1997,
1740,Hvite niggere,,Ingvar Ambjørnsen,no,Fiction | Roman | Novels | European Literature | Scandinavian Literature | Literary Fiction | Contemporary | Literature | Literature | 20th Century | Childrens | Classics,1988,349.0
1741,Dødelig årgang,,Nora Roberts,no,,2003,479.0
1742,En konstig blandning,,Albert Engström,sv,,1976,260.0
1743,Kvinderne i hans liv,,Barbara Taylor Bradford,da,,1992,389.0
1744,Præsidentens mordere,,Ken Royce,da,,1990,223.0
1745,Gidsel,,Robert Crais,da,Mystery | Thriller | Fiction | Mystery | Crime | Thriller | Mystery Thriller | Suspense | Mystery | Detective | Audiobook | Action | Adventure,2005,
1746,Arsenikktårnet : roman,,Anne Birkefeldt Ragde,no,,2005,440.0
1747,Tavse gidsler,Tavse gidsler,Jeffery Deaver,da,,1997,
1748,Mellem søstre,,Nina Vida,da,,1997,
1749,Skæbner undervejs,,Maeve Binchy,da,,2003,
1750,Mannen som ikke var morder,,Michael Hjorth | Hans Rosenfeldt,no,,2012,411.0
1751,Den gule djevelens by,kriminalroman om et øksemord i Brooklyn : roman fra kapitalismens høyborg,,no,,1991,318.0
1752,Jeg tilst°ar alt,,Johannes Mario Simmel,de,,1978,286.0
1753,Spionen der gik sine egne veje,,John Le Carré,da,,2009,
1754,Sort mammon,,Ross Macdonald,da,Mystery | Fiction | Mystery | Noir | Mystery | Crime | Mystery | Detective | Mystery | Hard Boiled | Thriller | Mystery Thriller | Literature | 20th Century | Thriller | Audiobook,1966,248.0
1755,Veien til lykken,,Carole Matthews,no,Womens Fiction | Chick Lit | Romance | Fiction | Contemporary | Romance | Contemporary Romance | European Literature | British Literature | Humor,2004,464.0
1756,Drømmen om et nytt liv,Del I.,Beverly Swerling,no,,2003,441.0
1757,Den tryllebundne stjerne,,Nora Roberts,da,,2007,
1758,Økonomiskolen,,Finn Øystein Bergh,no,,2004,267.0
1759,Dame konge es spion,roman,John Le Carré,da,,2001,
1760,Kongepudler,en røverroman om den norske eliten,Anonym (psevd. for Per Kristiansen),no,,2007,281.0
1761,Parfymen,historien om en morder,Patrick Süskind,no,Fiction | Classics | Historical | Historical Fiction | Horror | Mystery | Thriller | Mystery | Crime | Historical | European Literature | German Literature | Novels,2007,307.0
1762,Skumringstimen,,,no,Mystery | Mystery | Crime | Fiction | Thriller | European Literature | Scandinavian Literature | Cultural | Sweden | Thriller | Mystery Thriller | European Literature | Swedish Literature | Scandinavian Lite... | Nordic Noir | Suspense,2009,411.0
1763,Giften i blodet,,Anders Blichfeldt,da,,1994,235.0
1764,Simon og eiketrærne,,Marianne Fredriksson,no,,2005,351.0
1765,Bag Oregons bjerge,,Barbara Bickmore,da,,1999,
1766,Fjendeland,,Conn Iggulden,da,,2012,
1767,Sandmannen,kriminalroman,Lars Kepler (psevd. for Alexander Ahndoril og Alexandra Coelho Ahndoril),no,,2014,484.0
1768,Stillidsen,,Donna Tartt,da,,2015,
1769,Dit kinesiske horoskop,,Derek Walters,da,,1988,48.0
1770,Orkanen,,Desmond Bagley | Leif Tronholm,da,,1983,308.0
1771,En stjernesag,,Helen Fielding,da,,2001,
1772,Glascellen,,Patricia Highsmith,da,,1989,287.0
1773,Mørketid,,Chelsea Cain,no,,2012,332.0
1774,Koldt jern,,Nicolas Freeling,da,,1993,238.0
1775,Kærlighed i blåt,,Rosamunde Pilcher,da,Fiction | Romance | Womens Fiction | Chick Lit | European Literature | British Literature | Cultural | Spain | Adult | Contemporary | Drama | Novels | Adult Fiction,2002,
1776,Brokeback-fjellet,historier fra Wyoming,Annie Proulx,no,,2006,241.0
1777,Min bedste vens bryllup,roman,Linda Sunshine,da,,1997,
1778,Julen er hjerternes fest,,Lise Nørgaard,da,,2003,
1779,Du er så lys,roman,Tore Renberg,nn,Fiction | Novels | Contemporary | Roman | Drama | Audiobook | European Literature | Scandinavian Literature | Anthologies | Collections,2017,266.0
1780,Dødens kabinet,,Douglas Preston | Lincoln Child,da,,2004,
1781,Den fjerde regelen,,Ian Caldwell | Dustin Thomason,no,Fiction | Mystery | Thriller | Historical | Historical Fiction | Thriller | Mystery Thriller | Suspense | Writing | Books About Books | Adventure | Romance | Historical,2005,471.0
1782,Arven,,Danielle Steel,da,,2012,
1783,Kvinden i buret,krimi,Jussi Adler-Olsen,da,Mystery | Mystery | Crime | Fiction | Thriller | Thriller | Mystery Thriller | Cultural | Denmark | European Literature | Scandinavian Literature | Scandinavian Lite... | Nordic Noir | Audiobook | Mystery | Detective,2008,378.0
1784,Fedreland,,Robert Harris,no,,1993,330.0
1785,Mine hemmeligheder,,Sophie Kinsella,da,Womens Fiction | Chick Lit | Romance | Fiction | Contemporary | Humor | Romance | Contemporary Romance | Adult | Adult Fiction | Audiobook | Humor | Comedy,2008,362.0
1786,Fasten,selbständiges Fasten für Gesunde ; Schritt für Schritt zum richtigen Essen und zu neuem Selbstbewusstsein,Hellmut Lützner | Helmut Million | Petra Hopfenzitz,de,,1994,270.0
1787,Var det mord? : spændingsroman,,Kirsten Holst,da,,2003,
1788,Farlig kærlighed,,Evelyn Anthony,da,,1998,251.0
1789,Et fyrsteligt liv,"sandheden om Monaco-familien : deres liv, døden, skandalerne, pengene og kærligheden",John Glatt,da,,2001,268.0
1790,Dødens drabanter,,Frederick Forsyth,da,Fiction | Thriller | War | Adventure | Action | Cultural | Africa | War | Military Fiction | Spy Thriller | Espionage | Mystery | Suspense,1982,
1791,Mrs de Winter,,Susan Hill,da,,1994,336.0
1792,Et spil om kærlighed,,Meredith Webber,da,,2004,
1793,Blind mann med pistol,,Chester B. Himes,no,,1984,208.0
1794,I løgnens fælde,,Hardiman Scott | Becky Allan,da,,1988,254.0
1795,Sushi for nybegynnere,,Marian Keyes,no,Womens Fiction | Chick Lit | Fiction | Romance | Contemporary | Cultural | Ireland | Humor | European Literature | Irish Literature | Adult | Romance | Contemporary Romance | Womens Fiction,2005,560.0
1796,Halidons skrig,,Robert Ludlum,da,,2000,
1797,Fra billede til billede,,Robert Goddard,da,,1994,533.0
1798,Dyp,,Henning Mankell,no,,2005,311.0
1799,Lang vej til Shiloh,spændingsroman,Lionel Davidson,da,Fiction | Thriller | Adventure | Mystery | Cultural | Israel | Thriller | Mystery Thriller | Spy Thriller | Espionage | Historical | Historical Fiction,1997,
1800,Song of the Policemen,,,sv,Young Adult | Teen | Fantasy | Young Adult | Womens Fiction | Chick Lit | Romance | Science Fiction Fantasy | Audiobook | Paranormal | Shapeshifters | Paranormal | Vampires | Young Adult | Young Adult Paranormal,1848,1.0
1801,Rosie,,Barbara Taylor Bradford,da,,2002,
1802,Firmaets mand,,John Grisham,da,Fiction | Thriller | Mystery | Mystery | Crime | Thriller | Legal Thriller | Suspense | Thriller | Mystery Thriller | Law | Novels | Audiobook,2002,
1803,Før jeg dør,roman,Susanne Staun,da,,2009,296.0
1804,Familien Artamonov,En købmandsslægts historie,Maksim Gorkii,da,,1970,307.0
1805,Svart guld,,Clark Howard,sv,,1986,318.0
1806,Katrina,Katrina,Sally Salminen,nl,,1973,
1807,Regulatorerne,,Stephen King,da,Horror | Fiction | Thriller | Fantasy | Fantasy | Supernatural | Audiobook | Suspense | Science Fiction | Novels | Adult,1996,
1808,Ole Nohr : roman.,,Lars R. Stadil,da,,1991,164.0
1809,Sigøjnerstammen,,Zaharia Stancu,da,,1975,
1810,Santa Evita,,Tomás Eloy Martínez,da,,1996,372.0
1811,Helgonet,,Carin Gerhardsen,sv,Mystery | Crime | European Literature | Swedish Literature | Cultural | Sweden | Fiction | Mystery,2011,294.0
1812,Kærlighedens lov,,Laura Esquivel,da,Fiction | Romance | Magical Realism | Fantasy | Cultural | Latin American | Science Fiction | Historical | Historical Fiction | European Literature | Spanish Literature | Contemporary | Adult Fiction,1996,
1813,Vildfikonträdet,detektivroman,Jan Ekström,sv,,1994,360.0
1814,Historien om Pi,en roman,Yann Martel,no,Fiction | Fantasy | Classics | Adventure | Contemporary | Magical Realism | Novels | Literature | Cultural | India | Philosophy,2001,347.0
1815,Landet under verden,roman,Colum McCann,da,,2000,254.0
1816,Anna Karenina,Bind 2,Lev Tolstoj,da,,1997,
1817,Kun taas sua kaipaan,,Molly Brown | Heikki Salojärvi,fi,Mystery,1996,269.0
1818,Kyskhedsbæltet,,Åsa Nilsonne,da,,2003,330.0
1819,Primtallenes ensomhet,roman,Paolo Giordano,no,,2009,285.0
1820,Ulvefælden,,Nicholas Evans,da,,1999,
1821,Det Bedstes bøger,Bind 91,Morris West | Patrick Cauvin | Ted Allbeury | Catherine Gaskin,da,,1979,
1822,Gal manns hevn,,James Leasor,no,,1983,271.0
1823,En hun-djævels bekendelser,,Fay Weldon | Marie-Louise Paludan,da,,1986,238.0
1824,Kvinderne i hans liv,,Barbara Taylor Bradford,da,,1992,189.0
1825,Kys mig igen,,Laura Marie Altom,da,,2003,
1826,Blindgjenger,,Frances Fyfield,no,,1995,199.0
1827,Hundene i Riga,,Henning Mankell,no,Mystery | Mystery | Crime | Fiction | Thriller | Cultural | Sweden | European Literature | Scandinavian Literature | Thriller | Mystery Thriller | Mystery | Detective | Scandinavian Lite... | Nordic Noir | European Literature | Swedish Literature,2001,290.0
1828,Presidentens mann,,Ted Allbeury,no,,1987,168.0
1829,Norsk bokfortegnelse,Årskatalog,,no,,1988,812.0
1830,Gutter er gutter,,Nick Hornby,no,,2001,278.0
1831,Ylämaan taika,,Jude Deveraux | Tarmo Haarala,fi,,2002,352.0
1832,Ambassadøren,en bog om Michael Laudrup,Jakob Kvist,da,,2001,343.0
1833,Et spørgsmål om skyld,,Frances Fyfield,da,,1996,
1834,Fordoemte engler,norske kvinner paa Oestfronten,Egil Ulateig,no,,2010,348.0
1835,Himmelflugt,,Danielle Steel,da,,2004,
1836,Sne på hendes ansigt,,Thorstein Thomsen,da,,2011,
1837,Sidste udkald,,Andy McNab,da,,2004,
1838,En menneskelig plet,,Philip Roth,da,,2000,
1839,Dödens triangel,,Charles Berlitz | J. Manson Valentine,sv,,1982,181.0
1840,Kapplöpningen,roman,Kåre Holt,sv,,1982,281.0
1841,Affären Bandini,,Milton Bass,sv,,1988,197.0
1842,Explosivt möte,,Claudia Jameson,sv,,1986,155.0
1843,Harem,,Soheir Khashoggi,sv,,1997,358.0
1844,Danslärarens återkomst,,Henning Mankell,sv,Mystery | Mystery | Crime | Fiction | Thriller | Cultural | Sweden | European Literature | Scandinavian Literature | European Literature | Swedish Literature | Thriller | Mystery Thriller | Mystery | Detective | Scandinavian Lite... | Nordic Noir,2004,454.0
1845,Mord i sinnet,en Dalgliesh-thriller,P. D. James,sv,,1989,243.0
1846,Skilda vägar,,Marshall Grover,sv,,1993,157.0
1847,Det här gäller i Santa Fé!,,Stuart Woods,sv,Mystery | Fiction | Thriller | Thriller | Mystery Thriller | Mystery | Crime | Suspense | Mystery | Murder Mystery | Audiobook | Contemporary | Mystery | Detective,1995,308.0
1848,Blindgångare,,Desmond Bagley,sv,,1986,214.0
1849,Stormvarning,,Jack Higgins,sv,,1988,245.0
1850,Hönsen värper små ägg i år,,Berndt Andersson,sv,,2001,324.0
1851,Gamla synder,,Elizabeth George,sv,,1993,340.0
1852,Te enligt Nasse,,Benjamin Hoff,sv,Philosophy | Nonfiction | Spirituality | Religion | Religion | Taoism | Self Help | Philosophy | Eastern Philosophy | Humor | Inspirational | Religion | Buddhism,1995,252.0
1853,Cyklonmannen,,Sture Dahlström,sv,,1993,328.0
1854,Italienaren,,Sven Olov Karlsson,sv,European Literature | Swedish Literature,2003,300.0
1855,Kära farmor,,Sven Delblanc,sv,,1990,306.0
1856,Helt övergiven,roman,Penny Vincenzi,sv,,2006,559.0
1857,Tolv prisvärda,Tolstoy ... : en antologi,Jan Broberg,sv,,1992,177.0
1858,Den vite apachen,,Theodore V. Olsen,sv,,1978,124.0
1859,En känsla av fruktan,,Margaret Yorke,sv,,1982,281.0
1860,Kärlekens makt och tårar,en evig historia,Arne Jarrick,sv,,1998,336.0
1861,Cirkus,,Alistair MacLean,sv,,1987,245.0
1862,"A Short Account of Lady Anne Elcho's Death, February 21st 1700. Occasioned by a Coal Falling from the Chimney, and Setting Her Clothes in a Flame, While that Pious Lady was at Secret Prayer. With an Account of ... the Many Pious Speeches ... &c. that Dropt from Her Mouth Before Her Death",,,sv,,1751,
1863,Nytt liv,,Lilian Darcy,sv,,2000,157.0
1864,Nattspinnare,,Lucretia Grindle,sv,,2004,309.0
1865,Hemlig passion,,Penny Jordan,sv,,1995,155.0
1866,Tur i kärlek,,Helen C. Olsen,sv,,1979,155.0
1867,Dom där,,Joyce Carol Oates,sv,,1998,506.0
1868,Tre sekunder,,Anders Roslund | Börge Hellström,sv,Thriller | Fiction | Mystery | Crime | Mystery | European Literature | Scandinavian Literature | Suspense | Thriller | Mystery Thriller | Cultural | Sweden | European Literature | Swedish Literature | Scandinavian Lite... | Nordic Noir,2010,606.0
1869,Torpeden,,Bodil Mårtensson,sv,,2002,261.0
1870,Håll käften och var söt,,Vita Andersen,sv,,1980,174.0
1871,Skuggorna vid träbron,,Zenia Larsson,sv,,1978,314.0
1872,Ett oanständigt förslag,,Jack Engelhard,sv,,1994,2.0
1873,Mördare utan ansikte,,Henning Mankell,sv,,1991,307.0
1874,Kreativitetens hemlighet,,Hans Ljungqvist,sv,,2001,236.0
1875,Iskallt och stenhårt,mina tjugo år i Texas fängelser,Rickard Flinga,sv,,2005,302.0
1876,Slutstationen,,Kennet Ahl,sv,,1980,331.0
1877,Ödets murar,,Joanne Greenberg,sv,,1984,257.0
1878,Den döda vinkeln,,Thomas Kanger,sv,,2004,262.0
1879,Berätta inte för någon,,Harlan Coben,sv,,2004,300.0
1880,Två dagar i Yorkshire,,Carole Mortimer,sv,,2004,314.0
1881,"Än en gång, Kapten!",noveller,Eyvind Johnson,sv,,1983,192.0
1882,Den elake dvärgen,,Ed McBain,sv,,1982,273.0
1883,Se dem inte i ögonen,spänningsroman,Aino Trosell,sv,,2002,309.0
1884,Grisfesten,en rövarroman,Leif G. W. Persson,sv,,1978,313.0
1885,Dödlig årgång,,Nora Roberts,sv,,2002,454.0
1886,Da Vinci-koden,,Dan Brown,no,Fiction | Mystery | Thriller | Thriller | Mystery Thriller | Historical | Historical Fiction | Suspense | Adventure | Novels | Mystery | Crime | Adult,2004,459.0
1887,Dolken från Tunis,,Agatha Christie,sv,Mystery | Fiction | Classics | Mystery | Crime | Thriller | Mystery Thriller | Mystery | Detective | Thriller | Audiobook | European Literature | British Literature | Mystery | Murder Mystery,1982,253.0
1888,Glöm att ni har en dotter,,Sandra Gregory | Michael Tierney,sv,Nonfiction | Biography | Autobiography | Memoir | Travel | Mystery | Crime | Biography | Autobiography | True Story | Biography Memoir | Crime | True Crime | Politics,2003,287.0
1889,Den gåtfulle fotografen,,Douglas Kennedy,sv,,2000,378.0
1890,Ikonen i fickan,om yttre och inre resor,Owe Wikström,sv,Nonfiction | Religion,2006,254.0
1891,Tillsammans är man mindre ensam,roman,Anna Gavalda,sv,Fiction | Cultural | France | Contemporary | Romance | Roman | Novels | European Literature | French Literature | Literary Fiction | Adult | European Literature | German Literature,2006,534.0
1892,Det hemliga namnet,,Inger Edelfeldt,sv,,2000,338.0
1893,Förvaring av violer,,Stefan Andhé,sv,,1995,270.0
1894,I Emma Hartes fotspår,,Barbara Taylor Bradford,sv,,2006,409.0
1895,Ödets vindar,,Evan Green,sv,,1992,632.0
1896,Damernas detektivbyrå,,Alexander McCall Smith,sv,Mystery | Fiction | Cultural | Africa | Mystery | Crime | Thriller | Mystery Thriller | Southern Africa | Botswana | Mystery | Detective | Adult | Adult Fiction | Audiobook,2005,235.0
1897,Frost,roman,Roy Jacobsen,no,,2003,494.0
1898,Det tredje tecknet,,Yrsa Sigurðardóttir,sv,Mystery | Mystery | Crime | Fiction | Thriller | European Literature | Scandinavian Literature | Thriller | Mystery Thriller | Scandinavian Lite... | Nordic Noir | Contemporary | Audiobook | Horror,2007,379.0
1899,Det tause vitne,,Agatha Christie,no,,2002,253.0
1900,Strandmannen,roman,Peter Kihlgård,sv,,1994,285.0
1901,Försvinnanden,,Jodi Picoult,sv,Fiction | Contemporary | Womens Fiction | Chick Lit | Drama | Mystery | Adult Fiction | Adult | Realistic Fiction | Novels | Family,2007,490.0
